ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore-Precision,BERTScore-Recall,BERTScore-F1
0.18631622162034525,0.04981716667332413,0.12525383194880513,0.03582926059544398,0.8460789513008797,0.8467500000347493,0.8458408918457958
